trapscap1
parameters 71
# exponents ... coefficient
	  1   0   1   1   1   0    -6.61404e-01 
	  0   0   0   1   1   2    -4.99583e-01 
	  1   0   0   1   0   1    -2.26763e-01 
	  0   0   1   1   1   1    -3.98149e-01 
	  0   1   0   1   2   0    -1.06342e-01 
	  0   2   0   0   0   0    -9.76977e-02 
	  1   2   0   0   0   1    7.89682e-01 
	  0   1   0   2   0   1    1.50383e-01 
	  1   0   0   1   0   0    1.72549e-01 
	  0   0   0   2   2   0    -1.11816e-01 
	  2   0   0   0   0   1    -2.17978e-01 
	  1   0   0   0   1   2    -6.50738e-01 
	  0   0   0   0   0   3    -1.46030e-01 
	  0   3   0   0   1   0    -2.26741e-01 
	  0   1   1   0   1   1    2.53224e-01 
	  0   1   0   0   2   1    2.83683e-01 
	  0   1   0   1   0   1    -1.84581e-01 
	  1   1   0   1   0   0    -9.70433e-02 
trapscap6
parameters 63
# exponents ... coefficient
	  0   0   0   0   1   0    1.37948e-02 
	  0   1   0   0   1   0    4.55541e-02 
	  0   0   0   0   0   2    1.53839e-01 
	  0   0   0   1   2   0    -5.16541e-02 
	  1   0   1   0   0   0    -2.00406e-01 
	  1   1   0   0   2   0    1.05976e-01 
	  0   0   0   0   0   0    1.43706e-01 
	  0   1   0   0   0   0    2.08842e-01 
	  1   0   0   0   0   1    1.92772e-01 
	  0   0   0   1   0   1    2.45927e-01 
	  2   0   0   0   1   0    2.00170e-01 
	  1   0   0   1   1   0    -3.96406e-02 
	  0   0   0   0   0   1    5.35043e-02 
	  0   0   0   2   1   0    -1.53689e-01 
	  0   0   1   1   2   0    -2.38065e-01 
	  0   0   2   0   2   0    6.90272e-02 
	  0   0   1   0   0   0    2.53072e-02 
	  0   0   1   0   3   0    1.79764e-01 
	  1   0   0   0   2   1    -1.55636e-01 
	  0   0   0   1   1   1    -9.70124e-02 
	  0   0   1   1   1   0    1.90409e-01 
	  0   2   0   0   0   0    -9.60778e-02 
	  0   1   0   1   2   0    4.78930e-02 
	  2   0   0   0   0   0    1.00973e-01 
	  1   0   0   1   2   0    -1.89729e-02 
	  0   0   0   2   2   0    1.42085e-01 
	  0   0   0   0   2   0    1.65941e-01 
	  2   0   0   0   2   0    -3.45314e-01 
	  0   1   1   0   2   0    1.14569e-01 
	  0   0   0   0   1   3    -1.72375e-01 
	  2   2   0   0   0   0    8.91687e-01 
	  1   0   0   0   1   0    -1.48394e-02 
	  1   2   0   0   0   1    4.44421e-01 
	  0   1   0   1   0   1    -7.24042e-02 
	  1   2   0   1   0   0    4.93752e-01 
	  0   1   1   0   0   2    1.01662e-01 
	  1   2   1   0   0   0    -9.58883e-01 
	  1   0   0   1   0   0    2.07943e-01 
	  0   0   2   0   0   0    -5.75470e-02 
	  1   0   0   0   1   2    -4.00261e-01 
	  0   1   0   3   0   0    2.62287e-01 
	  1   1   0   2   0   0    7.91308e-01 
	  3   1   0   0   0   0    1.33541e-01 
	  0   0   0   0   1   1    -3.97341e-02 
	  0   1   0   2   0   0    -1.78935e-01 
	  0   2   1   1   0   0    -5.60840e-01 
	  0   0   0   2   0   1    -8.27860e-02 
	  0   1   0   1   0   0    -4.78970e-02 
	  0   0   0   2   0   0    9.41457e-02 
	  0   2   2   0   0   0    2.14035e-01 
	  1   1   0   0   0   0    -4.92602e-02 
	  2   1   0   1   0   0    6.85686e-01 
	  1   1   0   1   0   0    -2.59902e-01 
	  1   0   0   1   0   1    -2.47249e-01 
	  2   0   0   0   1   1    -3.63984e-01 
	  0   0   0   1   0   2    -1.31268e-01 
	  0   0   0   3   0   1    7.92372e-02 
	  0   0   1   0   2   0    -1.16181e-01 
	  0   4   0   0   0   0    1.14420e-01 
	  0   0   0   1   0   0    9.70531e-03 
	  1   0   0   0   0   0    2.16356e-02 
	  2   1   0   0   0   0    -1.11676e-01 
	  1   0   1   0   0   1    4.32893e-02 
trapscap7
parameters 23
